#NAME?	＃名前？
(1) (Japanese) maple	(1) (モミジ)
mark; objective; target	マーク;客観的;ターゲット
mark; sign; landmark	マーク;サイン;ランドマーク
marker	マーカー
market	市場
marketing	マーケティング
marketplace	マーケットプレイス
marking; grading; looking over	マーキング;グレーディング;見ている
marks; points; score; runs	マーク。ポイント。スコア;走る
marriage	結婚
marriage proposal; engagement	プロポーズ。エンゲージメント
marriage registration	婚姻届
marriage; married	結婚。既婚
married	既婚
married couple; husband and wife	夫婦。夫と妻
marry	結婚する
martial	武道
mask	マスク
mass	質量
massacre	虐殺
massive	巨大な
master	マスター
master; expert	マスター。専門家
masterpiece	傑作
masterpiece; best work; boner; blunder	傑作;最高の作品。ばかげた;失策
match	一致
match; game	一致する。ゲーム
matching	マッチング
mate	仲間
material	素材
material; substance	素材;物質
materials / documents	資料・書類
materials; data	材料;データ
mathematical	数学的
mathematics	数学
mathematics; arithmetic	数学。算術
maths	数学
matter	問題
matter of taste	好みの問題
mature	成熟した
maximize	最大化する
maximum	最大値
may I take a photo?	写真を撮ってもいいですか？
may; might; perhaps; may be; possibly	5月;かもしれない;多分;多分;おそらく
maybe	たぶん
maybe / perhaps	たぶん / おそらく
mayor	市長
me	私
meal	食事
mean	意味する
mean-spirited	意地悪な
meaning	意味
meaning; reason	意味;理由
meaning; reason; circumstances; can be deduced; situation	意味;理由;状況;推測することができます。状況
meaning; significance	意味;重要性
meaningful	意味のある
means	意味
means; way; measure	意味;方法;測る
meantime	その間
meanwhile	その間
measure	測る
measure / step	測定/ステップ
measure / treatment	対策・治療
measurement	測定
measurement; size; dimension	測定;サイズ;次元
measurement; surveying	測定;測量
meat	肉
mechanic	メカニック
mechanical	機械的
mechanism	仕組み
mechanism / organization	仕組み・組織
mechanism; organization	メカニズム。組織
medal	メダル
media	メディア
medical	医療
medical care	医療
medical care; medical treatment	医療。治療
medical doctor	医師
medical examination	健康診断
medical science	医学
medical test	医療検査
medication	薬
medicine	薬
medicine(s); chemical(s)	薬;化学物質
medieval	中世の
meditation	瞑想
medium	中程度
meet	会う
meeting	会議
meeting hall; assembly hall	集会場。集会所
meeting room	会議室
meeting up (with someone)	（誰かと）会う
meeting; assembly	会議。アセンブリ
meeting; assembly; party; association; club	会議。組み立て;パーティー;協会;クラブ
meeting; person sent to pick up an arrival	会議。到着物を受け取るために派遣された人
meeting; reception	会議。受付
meeting; rendezvous; encounter	会議。待ち合わせ。出会い
melody	メロディー
melon	メロン
melt	溶ける
member	メンバー
member of the Diet; congress or parliament	国会議員。議会または議会
member; the membership	メンバー;メンバーシップ
membership	メンバーシップ
memo	メモ
memoir	回想録
memorable	思い出深い
memorial	記念碑
memories; recollections; reminiscence	思い出;思い出;回想
memorization; learning by heart	暗記;暗記する
memorize	暗記する
memory	記憶
memory; recollection; remembrance	記憶;回想;思い出
memory; sense; experience	記憶;センス;経験
mental	精神的な
mental arithmetic	暗算
mentality	精神性
mention	言及
mention; entry	言及;エントリー
mentor	メンター
menu	メニュー
menu; program; schedule	メニュー;プログラム;スケジュール
merchant	商人
mercy	慈悲
mere	ただの
mere; simple; sheer	ただの;単純;薄手の
merely	ただ
merge	マージ
merger	合併
merit	メリット
merit; efficiency; arms; force	メリット;効率;腕。力
merry Christmas	メリークリスマス
mess	混乱
message	メッセージ
messy; disorganized	乱雑な;混乱した
metal	金属
metaphor	比喩
meter; gauge	メーター;ゲージ
method	方法
method; manner; way; means; technique	方法;やり方。方法;手段;テクニック
methodology	方法論
meticulous	几帳面な
meticulous preparation	周到な準備
metre	メーター
metro	地下鉄
metropolitan	大都市圏
microscope	顕微鏡
microwave	電子レンジ
midday meal	昼の食事
middle	真ん中
middle finger	中指
middle of the night	真夜中
middle school; junior high school	中学校。中学校
middle-aged	中年
middle-aged gentleman; uncle	中年の紳士。叔父さん
middle; half; semi; halfway; partly	真ん中;半分;セミ;中途半端。部分的に
middle; midway; interim	真ん中;途中。暫定的な
midnight	真夜中
midnight; dead of night	真夜中。真夜中
midst	真ん中
might	かもしれない
might as well	そうかもしれない
migration	移住
migration; immigration	移住。移民
mild	穏やかな
mile	マイル
milestone	マイルストーン
militant	好戦的な
military	軍事
military affairs	軍事問題
military or naval uniform	軍または海軍の制服
militia	民兵
milk	牛乳
mill	ミル
million	百万
mimicry; imitation; behavior; pretense	模倣;模倣;行動;ふり
mind	心
mind and body	心と体
mind; soul; heart; spirit; intention	心;魂;心臓;精神;意図
mine	私の
miner	鉱夫
mineral	ミネラル
minimal	最小限の
minimize	最小化する
minimum	最低限の
mining	採掘
minister	大臣
ministry	奉仕
minor	未成年者
minority	少数派
minute	分
minutes	分
miracle	奇跡
mirror	鏡
miserable	惨めな
misery	悲惨さ
misleading	誤解を招く
miso soup	味噌汁
miss	ミス
missile	ミサイル
missing	行方不明
mission	ミッション
mission; simple task; doing	使命;単純な作業。やってる
mistake	間違い
misunderstanding	誤解
misunderstanding; wrong guess	誤解。間違った推測
mitigate	緩和する
mittens	ミトン
mix	混ぜる
mixed	混合された
mixing; mixture	混合;混合物
mixture	混合物
moat	堀
moat; canal	堀。運河
mob	暴徒
mobile	モバイル
mobile phone	携帯電話
mobility	モビリティ
mobilize	動員する
mode	モード
model	モデル
model; standard; pattern; norm; criterion; example	モデル;標準;パターン;規範;基準;例
moderate	中程度の
moderate; handy	中程度。便利な
moderate; right; random; not thorough; vague; irresponsible; halfhearted	中程度。右;ランダム;徹底していない。漠然;無責任。中途半端な
modern	現代の
modern era	現代
modest	控えめな
modesty; humility	謙虚さ;謙虚さ
modification	修正
modify	修正する
moisture	湿気
moisture; humidity; dampness	湿気;湿度。湿気
mold; model; style; shape; data-type	カビ。モデル;スタイル;形;データ型
molecule	分子
moment	瞬間
moment; second; instant	瞬間。 2番;インスタント
moment; time	瞬間。時間
momentum	勢い
monetary circulation; credit situation	貨幣流通。信用状況
money	お金
money collection	集金
money order; exchange	郵便為替。交換
money; cash	お金。現金
money; currency; coinage	お金。通貨;貨幣
monitor	モニター
monk	僧侶
monkey	猿
monopoly	独占
monster	モンスター
month	月
month (last third of)	月 (最後の 3 分の 1)
month after next	再来月
month before last	先々月
monthly	毎月
monthly installment	月々の分割払い
monthly salary	月給
monthly tuition fee	月々の授業料
months and years	何か月も何年も
monument	記念碑
mood	気分
mood / feeling	気分/気持ち
moon	月
moon; month	月。月
moral	道徳的
morality	道徳
morals	道徳
more	もっと見る
more or less; somewhat; a little; some	多かれ少なかれ;幾分;少し;いくつかの
more than; this is all	以上;これですべてです
moreover	さらに
moreover, ...	さらに、...
morning	朝
mortgage	住宅ローン
mosque	モスク
mosquito	蚊
most	ほとんどの
most part; greater part; majority	ほとんどの部分。大部分;大多数
most; best	ほとんど。最高の
most; extremely	ほとんど。非常に
mostly	ほとんどの場合
mother	母
motion	動き
motion; exercise	動き。運動する
motivate	やる気を起こさせる
motivation	モチベーション
motive	動機
motor	モーター
motorbike	バイク
motorcycle	オートバイ
motorist	運転手
mount	マウント
mountain	山
mountain climbing	登山
mountain forest; mountains and forest	山林。山と森
mountain-climbing	登山
mouse	マウス
moustache	口ひげ
moustache; beard; whiskers	口ひげ。あごひげ;ひげ
mouth	口
mouth; opening	口。オープニング
move	移動する
movement	動き
movie	映画
movie theater	映画館
moving	移動中
moving (dwelling etc.); changing residence	引っ越し（住居など）。住居を変える
moving house	引っ越し
moving; transfer; demise	移動;移行;終焉
mr./ms./mrs./miss	ミスター/ミズ/ミズ/ミス
much	たくさん
much more; still more; all the more	さらに多くのこと。まだまだです。ますます
much obliged (old-fashioned)	大変お世話になりました（時代遅れ）
much obliged / I'm sorry	大変お世話になりました/ごめんなさい
much the same	ほとんど同じ
mud	泥
muffler / scarf	マフラー/スカーフ
multi-unit apartments	集合住宅
multi-use; combined use; combination; serving two purposes	多用途。併用。組み合わせ; 2つの目的を果たす
multiple	複数の
multiplication	乗算
multiply	乗算する
multistory apartment; condominium	高層アパート。マンション
mum	お母さん
municipal	市営
