Geh.	Go.
Ich war nur neugierig.	I was just curious.
Ich war stolz auf Sie.	I was proud of you.
Ich war so überrascht.	I was so surprised.
Ich war sehr geduldig.	I was very patient.
Ich war sehr verwirrt.	I was very puzzled.
Ich hatte großes Pech.	I was very unlucky.
Damals war ich jünger.	I was younger then.
Ich hätte es verneint.	I would've said no.
Ich wäre dafür bereit.	I'd be up for that.
Ich hätte gerne Fisch.	I'd like some fish.
Ich komme mit dem Zug.	I'll come by train.
Ich mache es zu Hause.	I'll do it at home.
Ich erkläre es später.	I'll explain later.
Ich nehme das Gleiche.	I'll have the same.
Ich leihe Ihnen meine.	I'll lend you mine.
Ich leihe Ihnen meins.	I'll lend you mine.
Ich leihe euch meinen.	I'll lend you mine.
Ich bin Kettenraucher.	I'm a chain smoker.
Ich bin Drehbuchautor.	I'm a screenwriter.
Ich habe Angst um Sie.	I'm afraid for you.
Ich bin schon im Bett.	I'm already in bed.
Ich bin schon drinnen.	I'm already inside.
Ich bin auch Lehrerin.	I'm also a teacher.
Ich bin sauer auf sie.	I'm angry with her.
Ich komme wegen Ihnen.	I'm coming for you.
Ich komme deinetwegen.	I'm coming for you.
Ich gehe in die Stadt.	I'm going downtown.
Ich gehe hier entlang.	I'm going this way.
Ich spiele gut Tennis.	I'm good at tennis.
Ich bin zu spät, oder?	I'm late, aren't I?
Ich bin kein Zauberer.	I'm not a magician.
Ich bin kein Pazifist.	I'm not a pacifist.
Ich bin kein Teenager.	I'm not a teenager.
Ich bin kein Offizier.	I'm not an officer.
Ich gehe nicht zurück.	I'm not going back.
So naiv bin ich nicht.	I'm not that naive.
So klug bin ich nicht.	I'm not that smart.
Ich bin nicht so jung.	I'm not that young.
Ich bin älter als Tom.	I'm older than Tom.
Ich bin ziemlich stur.	I'm quite stubborn.
Ich verschwinde jetzt.	I'm taking off now.
Ich bin der Schuldige.	I'm the guilty one.
Ich schreibe ein Buch.	I'm writing a book.
Ist Tom ein Chauffeur?	Is Tom a chauffeur?
Ist es draußen dunkel?	Is it dark outside?
Ist die Brücke sicher?	Is the bridge safe?
Ist das Pferd schwarz?	Is the horse black?
Ist Ihr Zimmer sauber?	Is your room clean?
Ist Tom nicht bei dir?	Isn't Tom with you?
Ist es nicht köstlich?	Isn't it delicious?
Ist das nicht richtig?	Isn't that correct?
Ist das nicht illegal?	Isn't that illegal?
Es wäre fast passiert.	It almost happened.
Es ging nicht gut aus.	It didn't end well.
Es wird doch leichter.	It does get easier.
Es sieht köstlich aus.	It looks delicious.
Es sieht sehr gut aus.	It looks very good.
Es könnte bald regnen.	It might rain soon.
Es war eine gute Idee.	It was a good idea.
Es war nur ein Scherz.	It was just a joke.
Es war beinahe Mittag.	It was nearly noon.
Es war wirklich schön.	It was really nice.
Es wird gleich regnen.	It's about to rain.
Es ist ein Experiment.	It's an experiment.
Das ist viel zu klein.	It's far too small.
Draußen ist es neblig.	It's foggy outside.
Es ist im Kühlschrank.	It's in the fridge.
Er ist im Kühlschrank.	It's in the fridge.
Es ist auch mein Geld.	It's my money, too.
Es ist schön und warm.	It's nice and warm.
Das ist nicht wichtig.	It's not important.
Es liegt nicht an dir.	It's not up to you.
Es ist nicht sehr gut.	It's not very good.
Es ist ziemlich ernst.	It's quite serious.
Es schneit noch immer.	It's still snowing.
Das ist unvergesslich.	It's unforgettable.
Es ist sehr aufregend.	It's very exciting.
Es ist sehr heiß hier.	It's very hot here.
Italien ist in Europa.	Italy is in Europe.
Werft sie einfach weg.	Just throw it away.
Werft ihn einfach weg.	Just throw it away.
Kinder lernen schnell.	Kids learn quickly.
Lass den Motor laufen.	Let the engine run.
Lass uns Kekse backen!	Let's bake cookies.
Das Leben ist sinnlos.	Life's meaningless.
Schau dir das Zeug an!	Look at this stuff.
Das sagt der Richtige!	Look who's talking!
Das sagt die Richtige!	Look who's talking!
Liebe existiert nicht.	Love doesn't exist.
Liebe deinen Nächsten.	Love your neighbor.
Mary ist Toms Ehefrau.	Mary is Tom's wife.
Mein Computer ist alt.	My computer is old.
Mein Traum wurde wahr.	My dream came true.
Mein Garten ist klein.	My garden is small.
Mein Haar ist zu lang.	My hair's too long.
Meine Eltern sind alt.	My parents are old.
Mein Radio ist kaputt.	My radio is broken.
Mir knurrte der Magen.	My stomach growled.
Meine Zähne sind weiß.	My teeth are white.
Bitte das nächste Dia.	Next slide, please.
Niemand hält mich auf!	Nobody can stop me!
Nichts ist vollkommen.	Nothing is perfect.
Eulen jagen bei Nacht.	Owls hunt at night.
Bitte geht Tom helfen!	Please go help Tom.
Wartet bitte auf mich!	Please wait for me.
Politik ist ein Spiel.	Politics is a game.
Hör auf herumzualbern.	Quit joking around.
Sagen Sie etwas, Mann.	Say something, man.
Sag schon etwas, Mann.	Say something, man.
Schulen wurden gebaut.	Schools were built.
Meerwasser ist salzig.	Sea water is salty.
Sende es per Luftpost.	Send it by airmail.
Schick uns die Bilder!	Send us the photos.
Schickt uns die Fotos!	Send us the photos.
Sie aß ihr Abendessen.	She ate her dinner.
Sie tauchte nicht auf.	She didn't show up.
Sie ist eine Zauberin.	She is a sorceress.
Sie sah aufgeregt aus.	She looked excited.
Sie machte gerade Tee.	She was making tea.
Sie ist Alkoholikerin.	She's an alcoholic.
Sie ist bloß ein Kind.	She's only a child.
Zeig mir ein Beispiel.	Show me an example.
Sei still und höre zu!	Shut up and listen.
Lächle und freue dich!	Smile and be happy.
Es ist etwas passiert.	Something happened.
Stell diese Kiste weg!	Take that box away!
Danke für Ihren Anruf.	Thanks for calling.
Danke für den Hinweis!	Thanks for the tip.
Dieses Buch ist klein.	That book is small.
Dieser Typ nervt mich.	That guy annoys me.
Das ist hier passiert.	That happened here.
Das Haus da ist meins.	That house is mine.
Das ist unsere Schule.	That is our school.
Das ist nicht für Sie.	That isn't for you.
Das hört sich blöd an.	That sounds stupid.
Das hört sich dumm an.	That sounds stupid.
Der Löffel gehört mir.	That spoon is mine.
Das war etwas anderes.	That was different.
Das ist ein guter Rat.	That's good advice.
Das ist meine Medizin.	That's my medicine.
Das ist nicht für Tom.	That's not for Tom.
Das ist unser Dilemma.	That's our dilemma.
Das ist unser Problem.	That's our problem.
Das ist wirklich cool.	That's really cool.
Das ist so erbärmlich.	That's so pathetic.
Das ist die Botschaft.	That's the message.
Das ist völlig normal.	That's very normal.
Der Junge ist durstig.	The boy is thirsty.
Der Junge blieb still.	The boy kept quiet.
Der Fall ist erledigt.	The case is closed.
Der Kaffee ist fertig.	The coffee's ready.
Der Hund will Fleisch.	The dog wants meat.
Es geht nur nach oben.	The only way is up.
Die Soldaten feuerten.	The soldiers fired.
Die Sonne schien hell.	The sun was bright.
Das Telefon klingelte.	The telephone rang.
Das Wasser ist sauber.	The water is clean.
Das Fenster ist offen.	The window is open.
Das Holz ist verfault.	The wood is rotten.
Es gibt keinen Plan B.	There is no plan B.
Es bestand keine Eile.	There was no hurry.
Es gibt keinen Fehler.	There's no mistake.
Es gibt keinen Ausweg.	There's no way out.
Das sind meine Bücher.	These are my books.
Das sind meine Schuhe.	These are my shoes.
Das ist mein Werkzeug.	These are my tools.
Das sind keine Wörter.	These aren't words.
Diese Autos sind groß.	These cars are big.
Diese Hunde sind groß.	These dogs are big.
Sie blickten alle auf.	They all looked up.
Sie kennen mich nicht.	They don't know me.
Sie sind ziemlich neu.	They're pretty new.
Dieses Buch ist deins.	This book is yours.
Dieser Kuchen ist süß.	This cake is sweet.
Das hier ist ein Igel.	This is a hedgehog.
Das ist unsere Chance.	This is our chance.
Dies ist überraschend.	This is surprising.
Das ist völlig falsch.	This is very wrong.
Das ist nicht für dich	This isn't for you.
Dieser Saft ist sauer.	This juice is sour.
Dieser Raum ist ruhig.	This room is quiet.
Binde deine Schuhe zu.	Tie your shoelaces.
Zieh die Schrauben an.	Tighten the screws.
Tom hat sie verlassen.	Tom abandoned them.
Tom und ich waren das.	Tom and I did that.
Tom wurde gewalttätig.	Tom became violent.
Tom wettet auf Pferde.	Tom bets on horses.
Tom rief mich auch an.	Tom called me, too.
Tom könnte dir helfen.	Tom could help you.
Tom schaffte es nicht.	Tom couldn't do it.
Tom tauchte nicht auf.	Tom didn't turn up.
Tom kam vor Hunger um.	Tom died of hunger.
Tom wurde ausgenommen.	Tom got ripped off.
Tom wurde sehr nervös.	Tom got very tense.
Tom hat Kopfschmerzen.	Tom has a headache.
Tom hat lockiges Haar.	Tom has curly hair.
Tom ist dick geworden.	Tom has gotten fat.
Tom hat keine Freunde.	Tom has no friends.
Tom hat Sport gemacht.	Tom has worked out.
Tom beeindruckte Mary.	Tom impressed Mary.
Tom ist Bienenzüchter.	Tom is a beekeeper.
Tom ist ein Kommunist.	Tom is a communist.
Tom ist ein Gentleman.	Tom is a gentleman.
Tom ist eine Kanaille.	Tom is a scoundrel.
Tom ist ein Sozialist.	Tom is a socialist.
Tom ist ein Terrorist.	Tom is a terrorist.
Tom geht es großartig.	Tom is doing great.
Tom isst jetzt Kuchen.	Tom is eating cake.
Tom ist extrovertiert.	Tom is extroverted.
Tom ist einflussreich.	Tom is influential.
Tom ist introvertiert.	Tom is introverted.
Tom lügt schon wieder.	Tom is lying again.
Tom hat gerade Dienst.	Tom is now on duty.
Tom ist pessimistisch.	Tom is pessimistic.
Tom ist vermutlich ok.	Tom is probably OK.
Tom ist ziemlich jung.	Tom is quite young.
Tom ist wirklich spät.	Tom is really late.
Tom ist wirklich nett.	Tom is really nice.
Tom ist splitternackt.	Tom is stark naked.
Tom ist noch am Leben.	Tom is still alive.
Tom unterrichtet mich.	Tom is teaching me.
Tom ist traumatisiert.	Tom is traumatized.
Tom ist unrealistisch.	Tom is unrealistic.
Tom hat großen Hunger.	Tom is very hungry.
Tom ist kein Kanadier.	Tom isn't Canadian.
Tom ist kein Mitglied.	Tom isn't a member.
Tom ist kein Priester.	Tom isn't a priest.
Tom ist nicht kreativ.	Tom isn't creative.
Tom ist nicht so klug.	Tom isn't so smart.
Tom ist nicht so jung.	Tom isn't so young.
Tom ist nicht zu groß.	Tom isn't too tall.
Tom hat etwas gewusst.	Tom knew something.
Tom ging aus dem Haus.	Tom left the house.
Tom spielt gerne Dame.	Tom likes checkers.
Tom sah aufgeregt aus.	Tom looked excited.
Tom sah zufrieden aus.	Tom looked pleased.
Tom liebt die Malerei.	Tom loves painting.
Tom liebt es zu malen.	Tom loves painting.
Tom ist ein Partylöwe.	Tom loves partying.
Tom kann heute kommen.	Tom may come today.
Tom mag falsch liegen.	Tom might be wrong.
Tom könnte dich hören.	Tom might hear you.
Tom könnte euch hören.	Tom might hear you.
Tom muss Hunger haben.	Tom must be hungry.
Tom muss hungrig sein.	Tom must be hungry.
Tom muss es jetzt tun.	Tom must do it now.
Tom braucht dich hier.	Tom needs you here.
Tom braucht euch hier.	Tom needs you here.
Tom hat das nie getan.	Tom never did that.
Tom war noch nie faul.	Tom never was lazy.
Tom schürte das Feuer.	Tom poked the fire.
Tom respektierte Mary.	Tom respected Mary.
Tom hat alles gesehen.	Tom saw everything.
Tom lächelte Maria an.	Tom smiled at Mary.
Tom wankte nach Hause.	Tom staggered home.
Tom lernt Französisch.	Tom studies French.
Tom überraschte Maria.	Tom surprised Mary.
Tom wollte Vergeltung.	Tom wanted revenge.
Tom will diesen Wagen.	Tom wants this car.
Auch Tom war besoffen.	Tom was also drunk.
Tom kam dort zur Welt.	Tom was born there.
Tom lag total daneben.	Tom was dead wrong.
Tom war übergewichtig.	Tom was overweight.
Tom sei übergewichtig.	Tom was overweight.
Tom war so vorsichtig.	Tom was so careful.
Tom war unzuverlässig.	Tom was unreliable.
Tom war kein Bergmann.	Tom wasn't a miner.
Tom war nicht draußen.	Tom wasn't outside.
Tom war nicht perfekt.	Tom wasn't perfect.
Tom war nicht beliebt.	Tom wasn't popular.
Tom war nicht durstig.	Tom wasn't thirsty.
Tom war nicht bei mir.	Tom wasn't with me.
Tom war nicht besorgt.	Tom wasn't worried.
Tom verlor keine Zeit.	Tom wasted no time.
Tom wird Hunger haben.	Tom will be hungry.
Tom wird das gefallen.	Tom will like that.
Tom wird nie gewinnen.	Tom will never win.
Tom wird Ihnen danken.	Tom will thank you.
Tom geht nicht allein.	Tom won't go alone.
Schalte den Alarm aus.	Turn off the alarm.
War niemand neugierig?	Was no one curious?
Fernsehen macht Spass.	Watching TV is fun.
Wir sind keine Kinder.	We aren't children.
Wir sind keine Genies.	We aren't geniuses.
Wir wohnen nicht hier.	We don't live here.
Wir haben Montag frei.	We have Monday off.
Wir haben viel zu tun.	We have lots to do.
Wir haben drei Jungen.	We have three boys.
Wir haben drei Kinder.	We have three kids.
Wir müssen es stoppen.	We have to stop it.
Wir müssen es beenden.	We have to stop it.
Wir haben zu arbeiten.	We have work to do.
Wir müssen Tom folgen.	We must follow Tom.
Wir brauchen einander.	We need each other.
Wir müssen das machen.	We need to do that.
Wir sollten dort sein.	We should be there.
Wir sollten Tom rufen.	We should call Tom.
Wir schwammen im Meer.	We swam in the sea.
Wir wollen nach Hause.	We want to go home.
Wir wollen dich sehen.	We want to see you.
Wir möchten es nehmen.	We want to take it.
Wir hatten alle Angst.	We were all scared.
Wir waren zuerst hier.	We were here first.
Wir hatten viel Glück.	We were very lucky.
Wir sorgen uns um Tom.	We worry about Tom.
Wir sind Toms Familie.	We're Tom's family.
Wir sind alle Schüler.	We're all students.
Wir haben immer recht.	We're always right.
Wir essen gerade Brot.	We're eating bread.
Wir sind endlich frei.	We're finally free.
Wir fahren nach Osten.	We're heading east.
Wir fahren gen Westen.	We're heading west.
Wir sind nicht wie du.	We're not like you.
Wir sind gleichaltrig.	We're the same age.
Hast du nicht geweint?	Weren't you crying?
Was für ein Sauwetter!	What awful weather!
Was hat Tom getrunken?	What did Tom drink?
Was hat Tom gestohlen?	What did Tom steal?
Was hast du getrunken?	What did you drink?
Was haben Sie gelernt?	What did you learn?
Was schulden wir euch?	What do we owe you?
Was ist hier passiert?	What happened here?
Was ist dann passiert?	What happened then?
Was sollen wir kochen?	What shall we cook?
Was soll ich anziehen?	What should I wear?
Welche Station ist es?	What station is it?
Was machte Tom gerade?	What was Tom doing?
Was wurde euch gesagt?	What were you told?
Was wird es sein, Tom?	What'll it be, Tom?
Was backst du denn da?	What're you baking?
Was sind Toms Stärken?	What's Tom good at?
Was ist der Nachtisch?	What's for dessert?
Was ist in eurem Auto?	What's in your car?
Was ist in Ihrem Auto?	What's in your car?
Wie hoch ist ihr Wert?	What's their value?
Wann sind Sie geboren?	When were you born?
Wann wirst du anrufen?	When will you call?
Wann ist die Hochzeit?	When's the wedding?
Wo sind meine Stiefel?	Where are my boots?
Wo sind die Schlüssel?	Where are the keys?
Wo kann ich es kaufen?	Where can I buy it?
Wo hat Tom gearbeitet?	Where did Tom work?
Wo hast du gearbeitet?	Where did you work?
Wohin gehen wir jetzt?	Where do we go now?
Wo ist mein Bleistift?	Where is my pencil?
Wo werde ich schlafen?	Where will I sleep?
Wohin wird das führen?	Where will it lead?
Wohin würde Tom gehen?	Where would Tom go?
Wo versteckt sich Tom?	Where's Tom hiding?
Wo ist dein Lastwagen?	Where's your truck?
Welche Tüte ist deine?	Which bag is yours?
Welche Katze ist Ihre?	Which cat is yours?
Welcher ist dein Hund?	Which dog is yours?
Welches ist dein Buch?	Which is your book?
Welches ist euer Buch?	Which is your book?
Wer sind meine Eltern?	Who are my parents?
Wer sind die Typen da?	Who are those guys?
Wen habt ihr erwartet?	Who did you expect?
Wer war sonst noch da?	Who else was there?
Wer ist Ihre Freundin?	Who is your friend?
Wer ist eure Freundin?	Who is your friend?
Wen würdest du retten?	Who would you save?
Wen würdet ihr retten?	Who would you save?
Wen würden Sie retten?	Who would you save?
Wer ist jetzt bei Tom?	Who's with Tom now?
Wessen Zimmer ist das?	Whose room is this?
Warum rennen wir denn?	Why are we running?
Warum gähnen Menschen?	Why do people yawn?
Warum hassen Sie mich?	Why do you hate me?
Warum kommst du nicht?	Why don't you come?
Warum singst du nicht?	Why don't you sing?
Warum ist Tom so groß?	Why is Tom so tall?
Warum ist er so still?	Why is he so quiet?
Warum ist es so still?	Why is it so quiet?
Warum ist es so leise?	Why is it so quiet?
Warum ist es so ruhig?	Why is it so quiet?
Warum hat Tom geweint?	Why was Tom crying?
Wird Tom Maria küssen?	Will Tom kiss Mary?
Wirst du wählen gehen?	Will you be voting?
Wirst du ihnen helfen?	Will you help them?
Du kannst hier lernen.	You can study here.
Ihr könnt hier lernen.	You can study here.
Das kann man so sagen.	You could say that.
Sie fahren zu schnell.	You drive too fast.
Du brauchst nur Hilfe.	You just need help.
Ihr braucht nur Hilfe.	You just need help.
Sie kennen die Regeln.	You know the rules.
Du magst jeden Jungen.	You like every boy.
Sie sehen besorgt aus.	You look concerned.
Du schaust anders aus.	You look different.
Du musst höflich sein.	You must be polite.
Ihr müßt uns bezahlen.	You need to pay us.
Du musst zurücktreten.	You need to resign.
Ihr solltet es wissen.	You should know it.
Sie sollten es wissen.	You should know it.
Du müsstest es wissen.	You should know it.
Sie sind ein Heuchler.	You're a hypocrite.
Sie sind ein Optimist.	You're an optimist.
Du bist charismatisch.	You're charismatic.
Du bist extrovertiert.	You're extroverted.
Du bist introvertiert.	You're introverted.
Du lügst schon wieder.	You're lying again.
