#NAME?	#NAME؟
(1) (Japanese) maple	(1) (جاپانی) میپل
to imitate; to follow; to emulate	نقل کرنا؛ پیروی کرنا نقل کرنا
to import	درآمد کرنے کے لئے
to incline toward; to slant; to lurch	کی طرف مائل ہونا جھکنا جھومنا
to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; to	کی طرف مائل ہونا جھکنا جھومنا ایڑی کے اوپر نمٹا جائے کی طرف رجحان کا شکار ہونا کو
to incline; to list; to bend; to lean; to tip; to tilt; to slant; to concentrate on; to ruin (a country); to	مائل کرنا فہرست میں جھکنا جھکنا؛ ٹپ کرنا جھکنا؛ جھکنا پر توجہ مرکوز کرنے کے لئے؛ برباد کرنا (ایک ملک)؛ کو
to include; to instruct; to make one understand	شامل کرنا؛ ہدایت کرنا؛ کسی کو سمجھنے کے لیے
to increase	بڑھانے کے لیے
to increase; to add to; to augment	بڑھانے کے لئے؛ شامل کرنے کے لئے؛ بڑھانے کے لئے
to increase; to grow	بڑھانے کے لئے؛ بڑھنے کے لیے
to increase; to multiply	بڑھانے کے لئے؛ ضرب کرنا
to injure; to damage; to harm; to kill; to hinder	زخمی کرنا؛ نقصان پہنچانا؛ نقصان پہنچانا؛ مارنے کے لیے روکنا
to insert; to put in; to graft; to wear in belt	داخل کرنے کے لئے ڈالنے کے لئے پیوند کاری کرنا بیلٹ میں پہننے کے لئے
to insult; to make a fool of ...	توہین کرنا؛ بیوقوف بنانے کے لیے...
to interpose; to hold between; to insert	مداخلت کرنا کے درمیان منعقد کرنے کے لئے داخل کرنے کے لئے
to introduce	متعارف کرانے کے لئے
to introduce (humble)	متعارف کروانا (عاجزی سے)
to introduce (respect)	متعارف کروانا (احترام)
to investigate	تحقیقات کرنے کے لئے
to invite	دعوت دینے کے لیے
to invite someone (to an event/a place)	کسی کو مدعو کرنا (ایونٹ/کسی جگہ)
to iron (clothes)	استری کرنا (کپڑے)
to join in; to accede to; to increase; to gain in (influence)	میں شامل ہونا؛ تسلیم کرنا بڑھانے کے لئے؛ حاصل کرنا (اثر)
to join together; to be opposite; to face; to unite	ایک ساتھ شامل ہونے کے لئے؛ مخالف ہونا؛ سامنا کرنا؛ متحد کرنے کے لئے
to judge	فیصلہ کرنا
to jump	کودنا
to jump in; to leap in; to plunge into; to dive	کودنا چھلانگ لگانا میں چھلانگ لگانے کے لئے غوطہ لگانا
to jump out; to rush out; to fly out	باہر کودنا؛ جلدی سے باہر نکلنا باہر اڑنا
to jump; to fly; to leap	کودنا؛ اڑنا چھلانگ لگانا
to jump; to leap	کودنا؛ چھلانگ لگانا
to keep (someone) waiting	(کسی کو) انتظار میں رکھنا
to keep / hold (humble)	رکھنا / پکڑنا (عاجزی)
to keep a promise	ایک وعدہ رکھنے کے لئے
to keep an eye on	پر نظر رکھنے کے لئے
to keep in custody; to receive on deposit; to take charge of	حراست میں رکھنے کے لئے؛ جمع پر وصول کرنے کے لئے؛ کا چارج لینے کے لئے
to keep; to raise; to feed	رکھنے کے لئے اٹھانا؛ کھانا کھلانا
to kick	لات مارنا
to kill	مارنے کے لیے
to knit	بننا
to know	جاننے کے لیے
to know (deeply humble)	جاننا (گہری عاجزی)
to know (respect)	جاننا (احترام)
to know/think (humble)	جاننا/سوچنا (عاجزی)
to lack; to break; to crack; to chip	کمی توڑنا ٹوٹنا؛ چپ کرنا
to lament	ماتم کرنا
to laugh	ہنسنا
to laugh; to smile	ہنسنا؛ مسکرانا
to lead	قیادت کرنے کے لئے
to lead a life	زندگی گزارنے کے لیے
to lean against; to recline on; to lean on; to rely on	کے خلاف جھکنا؛ تکیہ لگانا ٹیک لگانا؛ پر بھروسہ کرنا
to learn	سیکھنے کے لیے
to learn (from someone)	سیکھنا (کسی سے)
to leave (behind; over); to bequeath; to save; to reserve	چھوڑنا (پیچھے؛ اوپر)؛ وصیت کرنا بچانے کے لیے محفوظ کرنا
to leave (someone/something) alone; to neglect	(کسی/کچھ) کو اکیلا چھوڑنا؛ نظر انداز کرنا
to leave / exit	چھوڑنا / باہر نکلنا
to leave / go out	چھوڑنا / باہر جانا
to leave hospital	ہسپتال چھوڑنے کے لئے
to leave; to get free; to cut oneself off	چھوڑنے کے لئے مفت حاصل کرنے کے لئے؛ اپنے آپ کو کاٹنا
to leave; to go away	چھوڑنے کے لئے دور جانے کے لیے
to lend	قرض دینے کے لئے
to lend; to rent	قرض دینا؛ کرایہ پر لینا
to lengthen; to stretch; to reach out; to grow (beard)	لمبا کرنا؛ بڑھانا؛ تک پہنچنے کے لئے؛ بڑھنا (داڑھی)
to let go	جانے دینا
to let loose; to set free; to let escape	ڈھیل دینا آزاد کرنے کے لئے؛ فرار ہونے کے لئے
to let pass; to overlook; to continue	گزرنے دینا نظر انداز کرنا؛ جاری رکھنے کے لیے
to let the cat out of the bag	بلی کو تھیلے سے باہر کرنے کے لیے
to lift up	اٹھانے کے لئے
to lift; to fry	اٹھانا؛ بھوننے کے لیے
to like; to prefer	پسند کرنا ترجیح دینا
to line up	قطار میں لگنا
to line up; to set up	قطار میں لگنا؛ قائم کرنے کے لئے
to line up; to stand in a line	قطار میں لگنا؛ ایک لائن میں کھڑا ہونا
to listen	سننے کے لیے
to listen (to music)	سننا (موسیقی)
to listen / hear	سننا / سننا
to listen to music	موسیقی سننے کے لیے
to listen/ask (respect)	سننا/پوچھنا (احترام)
to listen; to hear	سننے کے لئے سننے کے لیے
to live	رہنے کے لیے
to live (reside)	رہنا (رہنا)
to live in	میں رہنے کے لئے
to live; to be	رہنے کے لئے ہونا
to live; to get along	رہنے کے لئے ساتھ حاصل کرنے کے لئے
to lock	تالا لگانا
to lodge at	میں قیام کرنے کے لئے
to long for / adore	خواہش کرنا / پسند کرنا
to long for; to yearn after; to admire	خواہش کرنا تڑپنا؛ تعریف کرنا
to look ...(facial expression)	دیکھنا...(چہرے کے تاثرات)
to look / see	دیکھنا/دیکھنا
to look after	دیکھ بھال کرنے کے لئے
to look again; to get a better opinion of	دوبارہ دیکھنا؛ کے بارے میں بہتر رائے حاصل کرنے کے لیے
to look at (humble)	دیکھنا (عاجزی سے)
to look back; to turn around; to review	پیچھے دیکھنا؛ گھومنے کے لئے جائزہ لینے کے لیے
to look for	تلاش کرنے کے لئے
to look for (respect)	تلاش کرنا (احترام)
to look good (on somebody)	اچھا لگنا (کسی پر)
to look into (a matter)	(معاملہ) کو دیکھنا
to look into (humble)	دیکھنے کے لیے (عاجزی سے)
to look out over; to survey (scene); to take an extensive view of	باہر دیکھنے کے لئے سروے کرنا (منظر)؛ کا ایک وسیع نقطہ نظر لینے کے لئے
to look up (to); to respect; to depend on; to ask for; to seek; to revere; to drink; to take	دیکھنا (تک) احترام کرنا؛ انحصار کرنا؛ مانگنا تلاش کرنا تعظیم کرنا پینا؛ لینے کے لیے
to loosen; to slow down	ڈھیلا کرنا سست کرنے کے لئے
to lose	کھونے کے لیے
to lose (a match)	ہارنا (ایک میچ)
to lose someone; wife; child; etc	کسی کو کھونے کے لئے؛ بیوی بچہ وغیرہ
to lose something	کچھ کھونے کے لئے
to lose weight	وزن کم کرنے کے لئے
to lose; to part with	کھونے کے لئے کے ساتھ الگ کرنے کے لئے
to love	محبت کرنا
to love; to be affectionate	محبت کرنا؛ پیار کرنے کے لئے
to lower / hang	کم کرنا / لٹکانا
to lower; to let go down	کم کرنا نیچے جانے کے لئے
to make	بنانے کے لیے
to make a mistake	غلطی کرنا
to make a mistake; to be incorrect; to be mistaken	غلطی کرنا؛ غلط ہونا؛ غلط ہونا
to make a phone call	ایک فون کال کرنے کے لیے
to make a photocopy	فوٹو کاپی بنانے کے لیے
to make a plan	ایک منصوبہ بنانے کے لئے
to make clean	صاف کرنے کے لئے
to make dirty	گندا کرنے کے لئے
to make it in time	اسے وقت میں بنانے کے لیے
to make noise; to be excited	شور مچانا؛ پرجوش ہونا
to make progress	ترقی کرنے کے لئے
to make round; to round off; to roll up; to curl up; to seduce; to cajole; to explain away	گول بنانے کے لئے؛ گول کرنا رول کرنے کے لئے؛ گھماؤ کرنے کے لئے؛ بہکانا؛ cajole کرنے کے لئے دور کی وضاحت کرنے کے لئے
to make tea, coffee, etc.	چائے، کافی وغیرہ بنانے کے لیے
to make; to create	بنانے کے لئے تخلیق کرنے کے لئے
to match	میچ کرنا
to measure; to weigh; to survey	پیمائش کرنے کے لئے؛ وزن کرنا؛ سروے کرنے کے لئے
to meet	ملنے کے لیے
to meet (humble)	ملنا (عاجزی سے)
to meet (respect)	ملنا (احترام)
to meet by chance; to come across; to happen to encounter	اتفاق سے ملنا؛ سامنے آنا ملنے کے لئے
to meet; to encounter (undesirable nuance)	ملنا سامنا کرنا (ناپسندیدہ نزاکت)
to meet; to greet	ملنا سلام کرنا
to meet; to see (a person)	ملنا دیکھنا (ایک شخص)
to melt into	میں پگھلنا
to melt; to dissolve	پگھلنا؛ تحلیل کرنے کے لئے
to melt; to thaw; to fuse; to dissolve	پگھلنا؛ پگھلنا فیوز کرنا تحلیل کرنے کے لئے
to memorize	حفظ کرنے کے لئے
to mimic; to imitate	نقل کرنا نقل کرنا
to mince; to carve; to engrave	کیما کرنا تراشنا کندہ کرنا
to mind; to care about; to be concerned about	ذہن میں دیکھ بھال کرنے کے لئے؛ کے بارے میں فکر مند ہونا
to miss (a train, bus, etc.)	یاد کرنا (ایک ٹرین، بس، وغیرہ)
to miss; to overlook; to leave at large	یاد کرنا نظر انداز کرنا؛ بڑے پیمانے پر چھوڑنے کے لئے
to mix; to converse with; to cross (swords)	مکس کرنا؛ کے ساتھ بات چیت کرنے کے لئے؛ پار کرنا (تلواریں)
to mix; to stir	مکس کرنا؛ ہلانا
to mourn	ماتم کرنا
to move	منتقل کرنے کے لئے
to move (something)	منتقل کرنا (کچھ)
to move (to another place to live)	منتقل ہونا (رہنے کے لیے دوسری جگہ)
to move house	گھر منتقل کرنے کے لئے
to move house or transfer	گھر منتقل کرنا یا منتقل کرنا
to move; to shift	منتقل کرنے کے لئے شفٹ کرنا
to need	ضرورت ہے
to neglect; to be off guard; to be feeling better	نظر انداز کرنا؛ چوکس رہنا؛ بہتر محسوس کرنے کے لیے
to note; to write down	نوٹ کرنا لکھنے کے لئے
to notice	نوٹس کرنا
to notice; to recognize; to become aware of	نوٹس کرنا؛ پہچاننا؛ کے بارے میں آگاہ ہونے کے لئے
to notify	مطلع کرنے کے لئے
to obey	اطاعت کرنا
to obligate	فرض کرنا
to obtain; to reap; to pay; to supply; to accept	حاصل کرنے کے لئے؛ کاٹنا ادا کرنا؛ فراہمی قبول کرنا
to occur; to happen	واقع ہونا ہونے کے لیے
to omit; to eliminate; to curtail; to economize	چھوڑنا ختم کرنے کے لئے؛ کم کرنا اقتصادی کرنے کے لئے
to open	کھولنے کے لیے
to open (become open)	کھولنا (کھلا ہونا)
to open (intr., opens)	کھولنا (intr.، opens)
to open (something)	کھولنا (کچھ)
to open (tr.)	کھولنا (tr.)
to open an event	ایک تقریب کو کھولنے کے لئے
to open the window	کھڑکی کھولنے کے لیے
to open; to become empty	کھولنے کے لئے؛ خالی ہو جانا
to open; to become open	کھولنے کے لئے؛ کھلا بننے کے لئے
to oppose; to object to	مخالفت کرنا؛ اعتراض کرنا
to order	آرڈر کرنے کے لئے
to order; to command; to appoint	آرڈر کرنے کے لئے؛ حکم دینا مقرر کرنے کے لئے
to overlook; to command a view of; to look down on something	نظر انداز کرنا؛ کے ایک نقطہ نظر کا حکم دینے کے لئے؛ کسی چیز کو نیچا دیکھنا
to overlook; to fail to notice	نظر انداز کرنا؛ نوٹس کرنے میں ناکام ہونا
to oversleep	زیادہ سونے کے لیے
to overtake; to catch up (with)	آگے نکلنا پکڑنا (کے ساتھ)
