#NAME?	#NAME?
(1) (Japanese) maple	(1) (ಜಪಾನೀಸ್) ಮೇಪಲ್
plenty	ಸಾಕಷ್ಟು
plot	ಕಥಾವಸ್ತು
plot of land; lot; soil	ಜಮೀನಿನ ಕಥಾವಸ್ತು; ಬಹಳಷ್ಟು; ಮಣ್ಣು
plug	ಪ್ಲಗ್
plum; plum-tree; lowest (of a three-tier ranking system)	ಪ್ಲಮ್; ಪ್ಲಮ್-ಮರ; ಕಡಿಮೆ (ಮೂರು ಹಂತದ ಶ್ರೇಯಾಂಕ ವ್ಯವಸ್ಥೆ)
plummet	ಇಳಿಮುಖ
plunge	ಧುಮುಕುವುದು
plural; multiple	ಬಹುವಚನ; ಬಹು
plus	ಜೊತೆಗೆ
pocket	ಪಾಕೆಟ್
poem	ಕವಿತೆ
poem; verse of poetry	ಕವಿತೆ; ಕಾವ್ಯದ ಪದ್ಯ
poet	ಕವಿ
poetry	ಕಾವ್ಯ
point	ಪಾಯಿಂಟ್
point of view	ದೃಷ್ಟಿಕೋನ
point out	ಸೂಚಿಸುತ್ತಾರೆ
point; dot	ಬಿಂದು; ಚುಕ್ಕೆ
point; gist; essentials; outline	ಬಿಂದು; ಸಾರಾಂಶ; ಅಗತ್ಯ ವಸ್ತುಗಳು; ರೂಪರೇಖೆ
pointed	ಸೂಚಿಸಿದರು
pointed end; tip; fine point	ಮೊನಚಾದ ಅಂತ್ಯ; ತುದಿ; ಉತ್ತಮ ಪಾಯಿಂಟ್
pointed; sharp	ಮೊನಚಾದ; ಚೂಪಾದ
poison	ವಿಷ
poison; toxicant	ವಿಷ; ವಿಷಕಾರಿ
poisonous	ವಿಷಕಾರಿ
pole	ಕಂಬ
pole; rod; stick	ಕಂಬ; ರಾಡ್; ಕೋಲು
police	ಪೊಲೀಸ್
police box	ಪೊಲೀಸ್ ಬಾಕ್ಸ್
police inspector	ಪೊಲೀಸ್ ಇನ್ಸ್ಪೆಕ್ಟರ್
police officer	ಪೊಲೀಸ್ ಅಧಿಕಾರಿ
police station	ಪೊಲೀಸ್ ಠಾಣೆ
police; police station	ಪೊಲೀಸ್; ಪೊಲೀಸ್ ಠಾಣೆ
police; policeman	ಪೊಲೀಸ್; ಪೊಲೀಸ್
policeman	ಪೊಲೀಸ್
policeman (friendly term)	ಪೊಲೀಸ್ (ಸ್ನೇಹಿ ಪದ)
policy	ನೀತಿ
polite	ಸಭ್ಯ
polite / careful	ಸಭ್ಯ / ಎಚ್ಚರಿಕೆಯಿಂದ
political	ರಾಜಕೀಯ
politician	ರಾಜಕಾರಣಿ
politics	ರಾಜಕೀಯ
politics; government	ರಾಜಕೀಯ; ಸರ್ಕಾರ
poll	ಸಮೀಕ್ಷೆ
pollen	ಪರಾಗ
pollution	ಮಾಲಿನ್ಯ
pollution; contamination	ಮಾಲಿನ್ಯ; ಮಾಲಿನ್ಯ
pomp; splendor; gaudiness	ಆಡಂಬರ; ವೈಭವ; ಗೌಡಿತನ
pond	ಕೊಳ
pool	ಕೊಳ
poor	ಬಡವರು
poor (at); weak (in); dislike (of)	ಕಳಪೆ (ನಲ್ಲಿ); ದುರ್ಬಲ (ಇನ್); ಇಷ್ಟಪಡದಿರಲು (ನ)
poor; needy	ಬಡವರು; ನಿರ್ಗತಿಕ
poor; pitiable; pathetic	ಬಡವರು; ಕರುಣಾಜನಕ; ಕರುಣಾಜನಕ
pop	ಪಾಪ್
popcorn	ಪಾಪ್ ಕಾರ್ನ್
popular	ಜನಪ್ರಿಯ
popular use; circulation	ಜನಪ್ರಿಯ ಬಳಕೆ; ಪರಿಚಲನೆ
popularity	ಜನಪ್ರಿಯತೆ
popularity; favorable reputation	ಜನಪ್ರಿಯತೆ; ಅನುಕೂಲಕರ ಖ್ಯಾತಿ
popularity; prosperous	ಜನಪ್ರಿಯತೆ; ಸಮೃದ್ಧ
population	ಜನಸಂಖ್ಯೆ
porcelain bowl; bowl of rice with food on top	ಪಿಂಗಾಣಿ ಬೌಲ್; ಮೇಲೆ ಆಹಾರದೊಂದಿಗೆ ಅನ್ನದ ಬಟ್ಟಲು
pork	ಹಂದಿಮಾಂಸ
pork cutlet	ಹಂದಿ ಕಟ್ಲೆಟ್
port	ಬಂದರು
port / harbor	ಬಂದರು / ಬಂದರು
portfolio	ಬಂಡವಾಳ
portion	ಭಾಗ
portion; section; part	ಭಾಗ; ವಿಭಾಗ; ಭಾಗ
portrait	ಭಾವಚಿತ್ರ
portray	ಚಿತ್ರಿಸುತ್ತವೆ
pose	ಭಂಗಿ
position	ಸ್ಥಾನ
positive	ಧನಾತ್ಮಕ
positive; active; proactive	ಧನಾತ್ಮಕ; ಸಕ್ರಿಯ; ಪೂರ್ವಭಾವಿ
positive; affirmation	ಧನಾತ್ಮಕ; ದೃಢೀಕರಣ
possess	ಹೊಂದಿರುತ್ತಾರೆ
possession	ಸ್ವಾಧೀನ
possibility	ಸಾಧ್ಯತೆ
possible	ಸಾಧ್ಯ
possible; practicable; feasible	ಸಾಧ್ಯ; ಪ್ರಾಯೋಗಿಕ; ಕಾರ್ಯಸಾಧ್ಯ
possibly	ಬಹುಶಃ
post	ಪೋಸ್ಟ್
post office	ಅಂಚೆ ಕಛೇರಿ
post-war	ಯುದ್ಧಾನಂತರದ
postage stamp	ಅಂಚೆ ಚೀಟಿ
postage; carriage	ಅಂಚೆ; ಗಾಡಿ
postal stamps	ಅಂಚೆ ಚೀಟಿಗಳು
postcard	ಪೋಸ್ಟ್ಕಾರ್ಡ್
poster	ಪೋಸ್ಟರ್
postpone	ಮುಂದೂಡು
postponement	ಮುಂದೂಡಿಕೆ
postponement; adjournment	ಮುಂದೂಡಿಕೆ; ಮುಂದೂಡಿಕೆ
postulate	ಪ್ರತಿಪಾದಿಸಿ
postulation	ನಿಲುವು
pot	ಮಡಕೆ
potato	ಆಲೂಗಡ್ಡೆ
potential	ಸಂಭಾವ್ಯ
potentially	ಸಂಭಾವ್ಯವಾಗಿ
pound	ಪೌಂಡ್
pour	ಸುರಿಯುತ್ತಾರೆ
poverty	ಬಡತನ
powder	ಪುಡಿ
power	ಶಕ್ತಿ
power / effort	ಶಕ್ತಿ / ಪ್ರಯತ್ನ
power / strength	ಶಕ್ತಿ / ಶಕ್ತಿ
power; authority; influence	ಶಕ್ತಿ; ಅಧಿಕಾರ; ಪ್ರಭಾವ
power; authority; jurisdiction	ಶಕ್ತಿ; ಅಧಿಕಾರ; ನ್ಯಾಯವ್ಯಾಪ್ತಿ
power; might; authority; influence	ಶಕ್ತಿ; ಇರಬಹುದು; ಅಧಿಕಾರ; ಪ್ರಭಾವ
powerful	ಶಕ್ತಿಯುತ
practical	ಪ್ರಾಯೋಗಿಕ
practical use; utility	ಪ್ರಾಯೋಗಿಕ ಬಳಕೆ; ಉಪಯುಕ್ತತೆ
practical; actual condition; status quo	ಪ್ರಾಯೋಗಿಕ; ನಿಜವಾದ ಸ್ಥಿತಿ; ಯಥಾಸ್ಥಿತಿ
practice	ಅಭ್ಯಾಸ
practice; exercises; manoeuvers	ಅಭ್ಯಾಸ; ವ್ಯಾಯಾಮಗಳು; ಕುಶಲ
practice; experience	ಅಭ್ಯಾಸ; ಅನುಭವ
practice; performance; execution (e.g. program); realization	ಅಭ್ಯಾಸ; ಕಾರ್ಯಕ್ಷಮತೆ; ಮರಣದಂಡನೆ (ಉದಾ. ಪ್ರೋಗ್ರಾಂ); ಸಾಕ್ಷಾತ್ಕಾರ
practice; training	ಅಭ್ಯಾಸ; ತರಬೇತಿ
practice; training; study	ಅಭ್ಯಾಸ; ತರಬೇತಿ; ಅಧ್ಯಯನ
practise	ಅಭ್ಯಾಸ
practitioner	ಅಭ್ಯಾಸಿ
pragmatic	ಪ್ರಾಯೋಗಿಕ
praise	ಹೊಗಳುತ್ತಾರೆ
pray	ಪ್ರಾರ್ಥಿಸು
prayer	ಪ್ರಾರ್ಥನೆ
prayer; supplication	ಪ್ರಾರ್ಥನೆ; ಯಾಚನೆ
preach	ಉಪದೇಶಿಸುತ್ತಾರೆ
precede	ಮುಂಚಿತವಾಗಿ
precedent	ಪೂರ್ವನಿದರ್ಶನ
precious	ಅಮೂಲ್ಯ
precious; valuable	ಅಮೂಲ್ಯ; ಮೌಲ್ಯಯುತ
precious; valuable; priceless; noble; exalted; sacred	ಅಮೂಲ್ಯ; ಮೌಲ್ಯಯುತವಾದ; ಬೆಲೆಯಿಲ್ಲದ; ಉದಾತ್ತ; ಉದಾತ್ತ; ಪವಿತ್ರ
precipitate	ಅವಕ್ಷೇಪ
precise	ನಿಖರವಾದ
precise; accurate	ನಿಖರವಾದ; ನಿಖರ
precisely	ನಿಖರವಾಗಿ
precision	ನಿಖರತೆ
preclude	ತಡೆಯಿರಿ
predator	ಪರಭಕ್ಷಕ
predecessor	ಪೂರ್ವವರ್ತಿ
predicate	ಊಹಿಸುತ್ತವೆ
predict	ಊಹಿಸಿ
predictable	ಊಹಿಸಬಹುದಾದ
prediction	ಭವಿಷ್ಯ
prediction; estimation	ಭವಿಷ್ಯ; ಅಂದಾಜು
predominant	ಪ್ರಧಾನವಾದ
predominantly	ಪ್ರಧಾನವಾಗಿ
prefectural governor	ಪ್ರಿಫೆಕ್ಚರಲ್ ಗವರ್ನರ್
prefectural office	ಪ್ರಿಫೆಕ್ಚರಲ್ ಕಚೇರಿ
prefecture	ಪ್ರಿಫೆಕ್ಚರ್
prefer	ಆದ್ಯತೆ
preference	ಆದ್ಯತೆ
pregnancy	ಗರ್ಭಾವಸ್ಥೆ
pregnant	ಗರ್ಭಿಣಿ
prejudice	ಪೂರ್ವಾಗ್ರಹ
preliminary	ಪೂರ್ವಭಾವಿ
preliminary investigation; preparation	ಪ್ರಾಥಮಿಕ ತನಿಖೆ; ತಯಾರಿ
premier	ಪ್ರಧಾನ
premise	ಆವರಣ
premium	ಪ್ರೀಮಿಯಂ
preparation	ತಯಾರಿ
preparation (for class)	ತಯಾರಿ (ವರ್ಗಕ್ಕೆ)
preparation for a lesson	ಪಾಠಕ್ಕಾಗಿ ತಯಾರಿ
preparation of lessons	ಪಾಠಗಳ ತಯಾರಿ
preparation; arrangements; provision; reserve	ತಯಾರಿ; ವ್ಯವಸ್ಥೆಗಳು; ನಿಬಂಧನೆ; ಮೀಸಲು
preparation; preliminaries; reserve; spare	ತಯಾರಿ; ಪೂರ್ವಭಾವಿ; ಮೀಸಲು; ಬಿಡಿ
prepare	ತಯಾರು
prepared	ಸಿದ್ಧಪಡಿಸಲಾಗಿದೆ
prescribe	ಸೂಚಿಸಿ
prescription	ಪ್ರಿಸ್ಕ್ರಿಪ್ಷನ್
presence	ಉಪಸ್ಥಿತಿ
presence; dignity	ಉಪಸ್ಥಿತಿ; ಘನತೆ
present	ಪ್ರಸ್ತುತ
present condition; existing state; status quo	ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ; ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ರಾಜ್ಯ; ಯಥಾಸ್ಥಿತಿ
present day	ಪ್ರಸ್ತುತ ದಿನ
present, gift	ಪ್ರಸ್ತುತ, ಉಡುಗೊರೆ
present; current; in operation	ಪ್ರಸ್ತುತ; ಪ್ರಸ್ತುತ; ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿದೆ
present; souvenir	ಪ್ರಸ್ತುತ; ಸ್ಮರಣಿಕೆ
present; up to now; nowadays; modern times; current	ಪ್ರಸ್ತುತ; ಇಲ್ಲಿಯವರೆಗೆ; ಇಂದಿನ ದಿನಗಳಲ್ಲಿ; ಆಧುನಿಕ ಕಾಲ; ಪ್ರಸ್ತುತ
presentation	ಪ್ರಸ್ತುತಿ
presentation; submission; filing	ಪ್ರಸ್ತುತಿ; ಸಲ್ಲಿಕೆ; ಫೈಲಿಂಗ್
presenting to the public	ಸಾರ್ವಜನಿಕರಿಗೆ ಪ್ರಸ್ತುತಪಡಿಸುವುದು
presently	ಪ್ರಸ್ತುತ
preservation	ಸಂರಕ್ಷಣೆ
preservation / save	ಸಂರಕ್ಷಣೆ / ಉಳಿಸಿ
preservation; conservation; storage; maintenance	ಸಂರಕ್ಷಣೆ; ಸಂರಕ್ಷಣೆ; ಸಂಗ್ರಹಣೆ; ನಿರ್ವಹಣೆ
preserve	ಸಂರಕ್ಷಿಸಿ
preside	ಅಧ್ಯಕ್ಷತೆ ವಹಿಸುತ್ತಾರೆ
presidency	ಅಧ್ಯಕ್ಷತೆ
president	ಅಧ್ಯಕ್ಷ
president of a company	ಒಂದು ಕಂಪನಿಯ ಅಧ್ಯಕ್ಷ
president; chief executive	ಅಧ್ಯಕ್ಷರು; ಮುಖ್ಯ ಕಾರ್ಯನಿರ್ವಾಹಕ
presidential	ಅಧ್ಯಕ್ಷೀಯ
press	ಒತ್ತಿ
pressure	ಒತ್ತಡ
pressure; coercion; oppression	ಒತ್ತಡ; ಒತ್ತಾಯ; ದಬ್ಬಾಳಿಕೆ
prestigious	ಪ್ರತಿಷ್ಠಿತ
presumably	ಸಂಭಾವ್ಯವಾಗಿ
presume	ಊಹಿಸಿ
presumption; assumption; estimation	ಊಹೆ; ಊಹೆ; ಅಂದಾಜು
pretend	ನಟಿಸುತ್ತಾರೆ
pretty	ಸುಂದರ
pretty; clean; nice; tidy; beautiful; fair	ಸುಂದರ; ಶುದ್ಧ; ಚೆನ್ನಾಗಿದೆ; ಅಚ್ಚುಕಟ್ಟಾದ; ಸುಂದರ; ನ್ಯಾಯೋಚಿತ
pretty; cute; lovely; charming; dear; darling; pet	ಸುಂದರ; ಮುದ್ದಾದ; ಸುಂದರ; ಆಕರ್ಷಕ; ಆತ್ಮೀಯ; ಪ್ರಿಯತಮೆ; ಸಾಕುಪ್ರಾಣಿ
prevail	ಮೇಲುಗೈ ಸಾಧಿಸುತ್ತವೆ
prevalence	ಹರಡುವಿಕೆ
prevent	ತಡೆಯುತ್ತವೆ
prevention	ತಡೆಗಟ್ಟುವಿಕೆ
prevention of crime	ಅಪರಾಧದ ತಡೆಗಟ್ಟುವಿಕೆ
prevention; check	ತಡೆಗಟ್ಟುವಿಕೆ; ಪರಿಶೀಲಿಸಿ
prevention; precaution; protection against	ತಡೆಗಟ್ಟುವಿಕೆ; ಮುನ್ನೆಚ್ಚರಿಕೆ; ವಿರುದ್ಧ ರಕ್ಷಣೆ
previous	ಹಿಂದಿನ
previously	ಹಿಂದೆ
prey	ಬೇಟೆಯನ್ನು
price	ಬೆಲೆ
price; cost	ಬೆಲೆ; ವೆಚ್ಚ
price; payment; cost; charge	ಬೆಲೆ; ಪಾವತಿ; ವೆಚ್ಚ; ಚಾರ್ಜ್
price; value; cost	ಬೆಲೆ; ಮೌಲ್ಯ; ವೆಚ್ಚ
prices	ಬೆಲೆಗಳು
prices of commodities; prices (in general)	ಸರಕುಗಳ ಬೆಲೆಗಳು; ಬೆಲೆಗಳು (ಸಾಮಾನ್ಯವಾಗಿ)
pride	ಹೆಮ್ಮೆ
pride; boast	ಹೆಮ್ಮೆ; ಹೆಗ್ಗಳಿಕೆ
pride; triumph; prosperity	ಹೆಮ್ಮೆ; ವಿಜಯೋತ್ಸವ; ಸಮೃದ್ಧಿ
priest	ಪೂಜಾರಿ
primarily	ಪ್ರಾಥಮಿಕವಾಗಿ
primary	ಪ್ರಾಥಮಿಕ
prime	ಪ್ರಧಾನ
prince	ರಾಜಕುಮಾರ
princess	ರಾಜಕುಮಾರಿ
principal	ಪ್ರಧಾನ
principle	ತತ್ವ
principle; general rule	ತತ್ವ; ಸಾಮಾನ್ಯ ನಿಯಮ
principle; theory; fundamental truth	ತತ್ವ; ಸಿದ್ಧಾಂತ; ಮೂಲಭೂತ ಸತ್ಯ
print	ಮುದ್ರಿಸು
printer	ಮುದ್ರಕ
printing	ಮುದ್ರಣ
printing type	ಮುದ್ರಣ ಪ್ರಕಾರ
prior	ಮೊದಲು
prioritize	ಆದ್ಯತೆ ನೀಡಿ
priority	ಆದ್ಯತೆ
prison	ಜೈಲು
prisoner	ಖೈದಿ
privacy	ಗೌಪ್ಯತೆ
private	ಖಾಸಗಿ
private (establishment)	ಖಾಸಗಿ (ಸ್ಥಾಪನೆ)
private railway	ಖಾಸಗಿ ರೈಲ್ವೆ
private; civilian; civil; popular; folk; unofficial	ಖಾಸಗಿ; ನಾಗರಿಕ; ನಾಗರಿಕ; ಜನಪ್ರಿಯ; ಜಾನಪದ; ಅನಧಿಕೃತ
privatization	ಖಾಸಗೀಕರಣ
privilege	ಸವಲತ್ತು
prize	ಬಹುಮಾನ
prize; award	ಬಹುಮಾನ; ಪ್ರಶಸ್ತಿ
prize; monetary award	ಬಹುಮಾನ; ವಿತ್ತೀಯ ಪ್ರಶಸ್ತಿ
prize; trophy	ಬಹುಮಾನ; ಟ್ರೋಫಿ
proactive	ಪೂರ್ವಭಾವಿ
probability	ಸಂಭವನೀಯತೆ
probable	ಸಂಭವನೀಯ
probably	ಬಹುಶಃ
probably; maybe	ಬಹುಶಃ; ಬಹುಶಃ
probe	ತನಿಖೆ
problem	ಸಮಸ್ಯೆ
problem / question	ಸಮಸ್ಯೆ / ಪ್ರಶ್ನೆ
problematic	ಸಮಸ್ಯಾತ್ಮಕ
procedure	ಕಾರ್ಯವಿಧಾನ
procedure; (legal) process; formalities	ಕಾರ್ಯವಿಧಾನ; (ಕಾನೂನು) ಪ್ರಕ್ರಿಯೆ; ಔಪಚಾರಿಕತೆಗಳು
proceed	ಮುಂದುವರೆಯಿರಿ
proceeding	ಮುಂದುವರೆಯುತ್ತಿದೆ
proceeding to the capital (Tokyo)	ರಾಜಧಾನಿಗೆ ಮುಂದುವರಿಯುವುದು (ಟೋಕಿಯೊ)
proceeds	ಮುಂದುವರೆಯುತ್ತದೆ
process	ಪ್ರಕ್ರಿಯೆ
process / steps	ಪ್ರಕ್ರಿಯೆ / ಹಂತಗಳು
processing	ಸಂಸ್ಕರಣೆ
processing / handling	ಸಂಸ್ಕರಣೆ / ನಿರ್ವಹಣೆ
processing; dealing with; treatment; disposition; disposal	ಸಂಸ್ಕರಣೆ; ವ್ಯವಹರಿಸುವುದು; ಚಿಕಿತ್ಸೆ; ಇತ್ಯರ್ಥ; ವಿಲೇವಾರಿ
processor	ಪ್ರೊಸೆಸರ್
proclaim	ಘೋಷಿಸಿ
produce	ಉತ್ಪಾದಿಸುತ್ತವೆ
produce (e.g. agricultural); crops	ಉತ್ಪಾದನೆ (ಉದಾ. ಕೃಷಿ); ಬೆಳೆಗಳು
producer	ನಿರ್ಮಾಪಕ
producing area	ಉತ್ಪಾದನಾ ಪ್ರದೇಶ
product	ಉತ್ಪನ್ನ
production	ಉತ್ಪಾದನೆ
production (e.g. play); direction	ಉತ್ಪಾದನೆ (ಉದಾ. ಆಟ); ನಿರ್ದೇಶನ
production cut	ಉತ್ಪಾದನೆ ಕಡಿತ
production; literary creation; work	ಉತ್ಪಾದನೆ; ಸಾಹಿತ್ಯ ಸೃಷ್ಟಿ; ಕೆಲಸ
production; manufacture	ಉತ್ಪಾದನೆ; ತಯಾರಿಕೆ
productive	ಉತ್ಪಾದಕ
productivity	ಉತ್ಪಾದಕತೆ
profession	ವೃತ್ತಿ
professional	ವೃತ್ತಿಪರ
professor	ಪ್ರಾಧ್ಯಾಪಕ
profile	ಪ್ರೊಫೈಲ್
profit	ಲಾಭ
profit margin	ಲಾಭದ ಅಂಚು
profitable	ಲಾಭದಾಯಕ
profits; gains; (political; economic) interest	ಲಾಭಗಳು; ಲಾಭಗಳು; (ರಾಜಕೀಯ; ಆರ್ಥಿಕ) ಆಸಕ್ತಿ
profound	ಆಳವಾದ
program	ಕಾರ್ಯಕ್ರಮ
program / show	ಕಾರ್ಯಕ್ರಮ / ಪ್ರದರ್ಶನ
programme	ಕಾರ್ಯಕ್ರಮ
programmer	ಪ್ರೋಗ್ರಾಮರ್
programming	ಪ್ರೋಗ್ರಾಮಿಂಗ್
progress	ಪ್ರಗತಿ
progress / course	ಪ್ರಗತಿ / ಕೋರ್ಸ್
progress; development	ಪ್ರಗತಿ; ಅಭಿವೃದ್ಧಿ
progressive	ಪ್ರಗತಿಪರ
prohibit	ನಿಷೇಧಿಸಿ
prohibition	ನಿಷೇಧ
prohibition; ban	ನಿಷೇಧ; ನಿಷೇಧ
project	ಯೋಜನೆ
projection	ಪ್ರೊಜೆಕ್ಷನ್
prolific	ಸಮೃದ್ಧ
prominent	ಪ್ರಮುಖ
promise	ಭರವಸೆ
promise / appointment	ಭರವಸೆ / ನೇಮಕಾತಿ
promise; appointment	ಭರವಸೆ; ನೇಮಕಾತಿ
promising	ಭರವಸೆ ನೀಡುತ್ತಿದೆ
promote	ಪ್ರಚಾರ
promotion	ಪ್ರಚಾರ
promotion / drive	ಪ್ರಚಾರ / ಡ್ರೈವ್
prompt	ಪ್ರಾಂಪ್ಟ್
pronoun	ಸರ್ವನಾಮ
pronounce	ಉಚ್ಚರಿಸುತ್ತಾರೆ
pronounced	ಉಚ್ಚರಿಸಲಾಗುತ್ತದೆ
pronunciation	ಉಚ್ಚಾರಣೆ
pronunciation key	ಉಚ್ಚಾರಣೆ ಕೀ
proof	ಪುರಾವೆ
proof / certification	ಪುರಾವೆ / ಪ್ರಮಾಣೀಕರಣ
proof; verification	ಪುರಾವೆ; ಪರಿಶೀಲನೆ
propaganda	ಪ್ರಚಾರ
propaganda; publicity	ಪ್ರಚಾರ; ಪ್ರಚಾರ
propensity	ಒಲವು
proper	ಸರಿಯಾದ
properly	ಸರಿಯಾಗಿ
property	ಆಸ್ತಿ
property; fortune; assets	ಆಸ್ತಿ; ಅದೃಷ್ಟ; ಸ್ವತ್ತುಗಳು
proportion	ಅನುಪಾತ
proposal	ಪ್ರಸ್ತಾವನೆ
proposal; proposition; suggestion	ಪ್ರಸ್ತಾವನೆ; ಪ್ರತಿಪಾದನೆ; ಸಲಹೆ
propose	ಪ್ರಸ್ತಾಪಿಸುತ್ತಾರೆ
proposition	ಪ್ರತಿಪಾದನೆ
prosecute	ಮೊಕದ್ದಮೆ ಹೂಡಿ
prosecution	ಕಾನೂನು ಕ್ರಮ
prosecutor	ಪ್ರಾಸಿಕ್ಯೂಟರ್
prospect	ನಿರೀಕ್ಷೆ
prospective	ನಿರೀಕ್ಷಿತ
prosperity	ಸಮೃದ್ಧಿ
prosperous conditions; healthy economy	ಸಮೃದ್ಧ ಪರಿಸ್ಥಿತಿಗಳು; ಆರೋಗ್ಯಕರ ಆರ್ಥಿಕತೆ
protect	ರಕ್ಷಿಸು
protection	ರಕ್ಷಣೆ
protective	ರಕ್ಷಣಾತ್ಮಕ
protein	ಪ್ರೋಟೀನ್
protest	ಪ್ರತಿಭಟನೆ
protester	ಪ್ರತಿಭಟನಾಕಾರ
protocol	ಪ್ರೋಟೋಕಾಲ್
proud	ಹೆಮ್ಮೆ
prove	ಸಾಬೀತುಪಡಿಸಿ
proverb; maxim	ಗಾದೆ; ಗರಿಷ್ಠ
provide	ಒದಗಿಸುತ್ತವೆ
provided that	ಎಂದು ಒದಗಿಸಿದೆ
province	ಪ್ರಾಂತ್ಯ
provincial	ಪ್ರಾಂತೀಯ
provision	ನಿಬಂಧನೆ
provisions; rations	ನಿಬಂಧನೆಗಳು; ಪಡಿತರ
provoke	ಪ್ರಚೋದಿಸುತ್ತವೆ
psychiatric	ಮನೋವೈದ್ಯಕೀಯ
psychological	ಮಾನಸಿಕ
psychologist	ಮನಶ್ಶಾಸ್ತ್ರಜ್ಞ
psychology	ಮನೋವಿಜ್ಞಾನ
pub	ಪಬ್
public	ಸಾರ್ವಜನಿಕ
public (institution)	ಸಾರ್ವಜನಿಕ (ಸಂಸ್ಥೆ)
public appeal; public contribution	ಸಾರ್ವಜನಿಕ ಮನವಿ; ಸಾರ್ವಜನಿಕ ಕೊಡುಗೆ
public corporation	ಸಾರ್ವಜನಿಕ ನಿಗಮ
public entertainment; accomplishments; attainments	ಸಾರ್ವಜನಿಕ ಮನರಂಜನೆ; ಸಾಧನೆಗಳು; ಸಾಧನೆಗಳು
public nuisance; pollution	ಸಾರ್ವಜನಿಕ ತೊಂದರೆ; ಮಾಲಿನ್ಯ
public performance	ಸಾರ್ವಜನಿಕ ಪ್ರದರ್ಶನ
public prosecutor	ಪಬ್ಲಿಕ್ ಪ್ರಾಸಿಕ್ಯೂಟರ್
public release	ಸಾರ್ವಜನಿಕ ಬಿಡುಗಡೆ
public; community; public service; society; communal	ಸಾರ್ವಜನಿಕ; ಸಮುದಾಯ; ಸಾರ್ವಜನಿಕ ಸೇವೆ; ಸಮಾಜ; ಕೋಮುವಾದ
publication	ಪ್ರಕಟಣೆ
publication; issue	ಪ್ರಕಟಣೆ; ಸಂಚಿಕೆ
publicity	ಪ್ರಚಾರ
publish	ಪ್ರಕಟಿಸಿ
publishing	ಪ್ರಕಟಿಸುತ್ತಿದೆ
puckery juice	ಪುಕ್ಕರಿ ರಸ
puffy; a breath; a pause; an effort	ಪಫಿ; ಒಂದು ಉಸಿರು; ಒಂದು ವಿರಾಮ; ಒಂದು ಪ್ರಯತ್ನ
pull	ಎಳೆಯಿರಿ
pulse	ನಾಡಿಮಿಡಿತ
pump	ಪಂಪ್
pumpkin	ಕುಂಬಳಕಾಯಿ
punch	ಪಂಚ್
punctuation marks	ವಿರಾಮ ಚಿಹ್ನೆಗಳು
punish	ಶಿಕ್ಷಿಸುತ್ತೇನೆ
punishment	ಶಿಕ್ಷೆ
punk	ಪಂಕ್
pupil	ಶಿಷ್ಯ
pupil (of eye)	ಶಿಷ್ಯ (ಕಣ್ಣಿನ)
purchase	ಖರೀದಿ
pure	ಶುದ್ಧ
pure heart; naivete; self-sacrificing devotion	ಶುದ್ಧ ಹೃದಯ; ನಿಷ್ಕಪಟ; ಸ್ವಯಂ ತ್ಯಾಗದ ಭಕ್ತಿ
pure white	ಶುದ್ಧ ಬಿಳಿ
pure; true; genuine; unmixed	ಶುದ್ಧ; ನಿಜ; ನಿಜವಾದ; ಮಿಶ್ರಣವಿಲ್ಲದ
purely	ಸಂಪೂರ್ಣವಾಗಿ
purple	ನೇರಳೆ
purple colour; violet	ನೇರಳೆ ಬಣ್ಣ; ನೇರಳೆ
purpose	ಉದ್ದೇಶ
purpose; goal; aim; objective; intention	ಉದ್ದೇಶ; ಗುರಿ; ಗುರಿ; ವಸ್ತುನಿಷ್ಠ; ಉದ್ದೇಶ
pursue	ಮುಂದುವರಿಸಲು
pursuit	ಅನ್ವೇಷಣೆ
push	ತಳ್ಳು
put	ಹಾಕಿದರು
put off	ಮುಂದೂಡಿದರು
put up with	ಸಹಿಸಿಕೊಂಡರು
putting off; postponing	ಮುಂದೂಡುವುದು; ಮುಂದೂಡುತ್ತಿದೆ
putting the cart before the horse	ಕುದುರೆಯ ಮುಂದೆ ಬಂಡಿಯನ್ನು ಹಾಕುವುದು
